codigo_tuss,descricao,grupo,subgrupo,capitulo,vigencia_inicio,vigencia_fim
001671,INTERNACOES 1671,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
001672,OBSTETRICIA 1672,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
001673,ODONTOLOGIA 1673,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
001674,CONSULTAS 1674,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
001675,EXAMES 1675,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
001676,TERAPIAS 1676,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
001677,CIRURGIAS 1677,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
001678,INTERNACOES 1678,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
001679,OBSTETRICIA 1679,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
001680,ODONTOLOGIA 1680,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
001681,CONSULTAS 1681,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
001682,EXAMES 1682,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
001683,TERAPIAS 1683,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
001684,CIRURGIAS 1684,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
001685,INTERNACOES 1685,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
001686,OBSTETRICIA 1686,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
001687,ODONTOLOGIA 1687,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
001688,CONSULTAS 1688,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
001689,EXAMES 1689,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
001690,TERAPIAS 1690,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
001691,CIRURGIAS 1691,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
001692,INTERNACOES 1692,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
001693,OBSTETRICIA 1693,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
001694,ODONTOLOGIA 1694,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
001695,CONSULTAS 1695,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
001696,EXAMES 1696,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
001697,TERAPIAS 1697,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
001698,CIRURGIAS 1698,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
001699,INTERNACOES 1699,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
001700,OBSTETRICIA 1700,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
001701,ODONTOLOGIA 1701,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
001702,CONSULTAS 1702,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
001703,EXAMES 1703,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
001704,TERAPIAS 1704,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
001705,CIRURGIAS 1705,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
001706,INTERNACOES 1706,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
001707,OBSTETRICIA 1707,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
001708,ODONTOLOGIA 1708,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
001709,CONSULTAS 1709,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
001710,EXAMES 1710,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
001711,TERAPIAS 1711,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
001712,CIRURGIAS 1712,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
001713,INTERNACOES 1713,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
001714,OBSTETRICIA 1714,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
001715,ODONTOLOGIA 1715,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
001716,CONSULTAS 1716,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
001717,EXAMES 1717,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
001718,TERAPIAS 1718,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
001719,CIRURGIAS 1719,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
001720,INTERNACOES 1720,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
001721,OBSTETRICIA 1721,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
001722,ODONTOLOGIA 1722,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
001723,CONSULTAS 1723,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
001724,EXAMES 1724,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
001725,TERAPIAS 1725,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
001726,CIRURGIAS 1726,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
001727,INTERNACOES 1727,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
001728,OBSTETRICIA 1728,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
001729,ODONTOLOGIA 1729,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
001730,CONSULTAS 1730,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
001731,EXAMES 1731,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
001732,TERAPIAS 1732,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
001733,CIRURGIAS 1733,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
001734,INTERNACOES 1734,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
001735,OBSTETRICIA 1735,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
001736,ODONTOLOGIA 1736,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
001737,CONSULTAS 1737,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
001738,EXAMES 1738,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
001739,TERAPIAS 1739,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
001740,CIRURGIAS 1740,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
001741,INTERNACOES 1741,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
001742,OBSTETRICIA 1742,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
001743,ODONTOLOGIA 1743,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
001744,CONSULTAS 1744,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
001745,EXAMES 1745,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
001746,TERAPIAS 1746,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
001747,CIRURGIAS 1747,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
001748,INTERNACOES 1748,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
001749,OBSTETRICIA 1749,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
001750,ODONTOLOGIA 1750,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
001751,CONSULTAS 1751,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
001752,EXAMES 1752,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
001753,TERAPIAS 1753,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
001754,CIRURGIAS 1754,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
001755,INTERNACOES 1755,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
001756,OBSTETRICIA 1756,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
001757,ODONTOLOGIA 1757,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
001758,CONSULTAS 1758,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
001759,EXAMES 1759,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
001760,TERAPIAS 1760,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
001761,CIRURGIAS 1761,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
001762,INTERNACOES 1762,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
001763,OBSTETRICIA 1763,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
001764,ODONTOLOGIA 1764,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
001765,CONSULTAS 1765,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
001766,EXAMES 1766,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
001767,TERAPIAS 1767,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
001768,CIRURGIAS 1768,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
001769,INTERNACOES 1769,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
001770,OBSTETRICIA 1770,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
001771,ODONTOLOGIA 1771,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
001772,CONSULTAS 1772,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
001773,EXAMES 1773,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
001774,TERAPIAS 1774,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
001775,CIRURGIAS 1775,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
001776,INTERNACOES 1776,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
001777,OBSTETRICIA 1777,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
001778,ODONTOLOGIA 1778,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
001779,CONSULTAS 1779,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
001780,EXAMES 1780,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
001781,TERAPIAS 1781,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
001782,CIRURGIAS 1782,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
001783,INTERNACOES 1783,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
001784,OBSTETRICIA 1784,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
001785,ODONTOLOGIA 1785,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
001786,CONSULTAS 1786,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
001787,EXAMES 1787,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
001788,TERAPIAS 1788,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
001789,CIRURGIAS 1789,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
001790,INTERNACOES 1790,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
001791,OBSTETRICIA 1791,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
001792,ODONTOLOGIA 1792,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
001793,CONSULTAS 1793,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
001794,EXAMES 1794,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
001795,TERAPIAS 1795,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
001796,CIRURGIAS 1796,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
001797,INTERNACOES 1797,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
001798,OBSTETRICIA 1798,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
001799,ODONTOLOGIA 1799,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
001800,CONSULTAS 1800,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
001801,EXAMES 1801,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
001802,TERAPIAS 1802,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
001803,CIRURGIAS 1803,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
001804,INTERNACOES 1804,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
001805,OBSTETRICIA 1805,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
001806,ODONTOLOGIA 1806,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
001807,CONSULTAS 1807,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
001808,EXAMES 1808,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
001809,TERAPIAS 1809,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
001810,CIRURGIAS 1810,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
001811,INTERNACOES 1811,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
001812,OBSTETRICIA 1812,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
001813,ODONTOLOGIA 1813,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
001814,CONSULTAS 1814,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
001815,EXAMES 1815,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
001816,TERAPIAS 1816,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
001817,CIRURGIAS 1817,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
001818,INTERNACOES 1818,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
001819,OBSTETRICIA 1819,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
001820,ODONTOLOGIA 1820,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
001821,CONSULTAS 1821,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
001822,EXAMES 1822,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
001823,TERAPIAS 1823,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
001824,CIRURGIAS 1824,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
001825,INTERNACOES 1825,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
001826,OBSTETRICIA 1826,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
001827,ODONTOLOGIA 1827,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
001828,CONSULTAS 1828,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
001829,EXAMES 1829,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
001830,TERAPIAS 1830,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
001831,CIRURGIAS 1831,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
001832,INTERNACOES 1832,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
001833,OBSTETRICIA 1833,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
001834,ODONTOLOGIA 1834,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
001835,CONSULTAS 1835,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
001836,EXAMES 1836,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
001837,TERAPIAS 1837,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
001838,CIRURGIAS 1838,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
001839,INTERNACOES 1839,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
001840,OBSTETRICIA 1840,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
001841,ODONTOLOGIA 1841,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
001842,CONSULTAS 1842,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
001843,EXAMES 1843,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
001844,TERAPIAS 1844,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
001845,CIRURGIAS 1845,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
001846,INTERNACOES 1846,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
001847,OBSTETRICIA 1847,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
001848,ODONTOLOGIA 1848,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
001849,CONSULTAS 1849,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
001850,EXAMES 1850,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
001851,TERAPIAS 1851,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
001852,CIRURGIAS 1852,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
001853,INTERNACOES 1853,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
001854,OBSTETRICIA 1854,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
001855,ODONTOLOGIA 1855,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
001856,CONSULTAS 1856,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
001857,EXAMES 1857,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
001858,TERAPIAS 1858,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
001859,CIRURGIAS 1859,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
001860,INTERNACOES 1860,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
001861,OBSTETRICIA 1861,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
001862,ODONTOLOGIA 1862,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
001863,CONSULTAS 1863,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
001864,EXAMES 1864,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
001865,TERAPIAS 1865,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
001866,CIRURGIAS 1866,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
001867,INTERNACOES 1867,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
001868,OBSTETRICIA 1868,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
001869,ODONTOLOGIA 1869,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
001870,CONSULTAS 1870,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
001871,EXAMES 1871,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
001872,TERAPIAS 1872,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
001873,CIRURGIAS 1873,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
001874,INTERNACOES 1874,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
001875,OBSTETRICIA 1875,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
001876,ODONTOLOGIA 1876,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
001877,CONSULTAS 1877,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
001878,EXAMES 1878,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
001879,TERAPIAS 1879,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
001880,CIRURGIAS 1880,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
001881,INTERNACOES 1881,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
001882,OBSTETRICIA 1882,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
001883,ODONTOLOGIA 1883,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
001884,CONSULTAS 1884,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
001885,EXAMES 1885,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
001886,TERAPIAS 1886,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
001887,CIRURGIAS 1887,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
001888,INTERNACOES 1888,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
001889,OBSTETRICIA 1889,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
001890,ODONTOLOGIA 1890,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
001891,CONSULTAS 1891,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
001892,EXAMES 1892,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
001893,TERAPIAS 1893,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
001894,CIRURGIAS 1894,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
001895,INTERNACOES 1895,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
001896,OBSTETRICIA 1896,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
001897,ODONTOLOGIA 1897,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
001898,CONSULTAS 1898,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
001899,EXAMES 1899,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
001900,TERAPIAS 1900,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
001901,CIRURGIAS 1901,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
001902,INTERNACOES 1902,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
001903,OBSTETRICIA 1903,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
001904,ODONTOLOGIA 1904,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
001905,CONSULTAS 1905,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
001906,EXAMES 1906,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
001907,TERAPIAS 1907,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
001908,CIRURGIAS 1908,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
001909,INTERNACOES 1909,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
001910,OBSTETRICIA 1910,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
001911,ODONTOLOGIA 1911,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
001912,CONSULTAS 1912,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
001913,EXAMES 1913,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
001914,TERAPIAS 1914,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
001915,CIRURGIAS 1915,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
001916,INTERNACOES 1916,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
001917,OBSTETRICIA 1917,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
001918,ODONTOLOGIA 1918,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
001919,CONSULTAS 1919,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
001920,EXAMES 1920,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
001921,TERAPIAS 1921,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
001922,CIRURGIAS 1922,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
001923,INTERNACOES 1923,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
001924,OBSTETRICIA 1924,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
001925,ODONTOLOGIA 1925,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
001926,CONSULTAS 1926,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
001927,EXAMES 1927,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
001928,TERAPIAS 1928,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
001929,CIRURGIAS 1929,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
001930,INTERNACOES 1930,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
001931,OBSTETRICIA 1931,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
001932,ODONTOLOGIA 1932,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
001933,CONSULTAS 1933,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
001934,EXAMES 1934,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
001935,TERAPIAS 1935,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
001936,CIRURGIAS 1936,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
001937,INTERNACOES 1937,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
001938,OBSTETRICIA 1938,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
001939,ODONTOLOGIA 1939,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
001940,CONSULTAS 1940,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
001941,EXAMES 1941,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
001942,TERAPIAS 1942,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
001943,CIRURGIAS 1943,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
001944,INTERNACOES 1944,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
001945,OBSTETRICIA 1945,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
001946,ODONTOLOGIA 1946,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
001947,CONSULTAS 1947,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
001948,EXAMES 1948,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
001949,TERAPIAS 1949,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
001950,CIRURGIAS 1950,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
001951,INTERNACOES 1951,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
001952,OBSTETRICIA 1952,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
001953,ODONTOLOGIA 1953,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
001954,CONSULTAS 1954,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
001955,EXAMES 1955,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
001956,TERAPIAS 1956,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
001957,CIRURGIAS 1957,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
001958,INTERNACOES 1958,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
001959,OBSTETRICIA 1959,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
