codigo_tuss,descricao,segmento,obrigatorio_medico,obrigatorio_odonto,carencia_dias,vigencia_inicio,vigencia_fim
001756,OBSTETRICIA 1756,MEDICO,NAO,NAO,180,2024-01-01,
001757,ODONTOLOGIA 1757,MEDICO,SIM,NAO,30,2024-01-01,
001758,CONSULTAS 1758,ODONTO,NAO,NAO,30,2024-01-01,
001759,EXAMES 1759,MEDICO,SIM,NAO,30,2024-01-01,
001760,TERAPIAS 1760,MEDICO,NAO,SIM,180,2024-01-01,
001761,CIRURGIAS 1761,ODONTO,SIM,NAO,30,2024-01-01,
001762,INTERNACOES 1762,MEDICO,NAO,NAO,30,2024-01-01,
001763,OBSTETRICIA 1763,MEDICO,SIM,NAO,30,2024-01-01,
001764,ODONTOLOGIA 1764,ODONTO,NAO,NAO,180,2024-01-01,
001765,CONSULTAS 1765,MEDICO,SIM,SIM,30,2024-01-01,
001766,EXAMES 1766,MEDICO,NAO,NAO,30,2024-01-01,
001767,TERAPIAS 1767,ODONTO,SIM,NAO,30,2024-01-01,
001768,CIRURGIAS 1768,MEDICO,NAO,NAO,180,2024-01-01,
001769,INTERNACOES 1769,MEDICO,SIM,NAO,30,2024-01-01,
001770,OBSTETRICIA 1770,ODONTO,NAO,SIM,30,2024-01-01,
001771,ODONTOLOGIA 1771,MEDICO,SIM,NAO,30,2024-01-01,
001772,CONSULTAS 1772,MEDICO,NAO,NAO,180,2024-01-01,
001773,EXAMES 1773,ODONTO,SIM,NAO,30,2024-01-01,
001774,TERAPIAS 1774,MEDICO,NAO,NAO,30,2024-01-01,
001775,CIRURGIAS 1775,MEDICO,SIM,SIM,30,2024-01-01,
001776,INTERNACOES 1776,ODONTO,NAO,NAO,180,2024-01-01,
001777,OBSTETRICIA 1777,MEDICO,SIM,NAO,30,2024-01-01,
001778,ODONTOLOGIA 1778,MEDICO,NAO,NAO,30,2024-01-01,
001779,CONSULTAS 1779,ODONTO,SIM,NAO,30,2024-01-01,
001780,EXAMES 1780,MEDICO,NAO,SIM,180,2024-01-01,
001781,TERAPIAS 1781,MEDICO,SIM,NAO,30,2024-01-01,
001782,CIRURGIAS 1782,ODONTO,NAO,NAO,30,2024-01-01,
001783,INTERNACOES 1783,MEDICO,SIM,NAO,30,2024-01-01,
001784,OBSTETRICIA 1784,MEDICO,NAO,NAO,180,2024-01-01,
001785,ODONTOLOGIA 1785,ODONTO,SIM,SIM,30,2024-01-01,
001786,CONSULTAS 1786,MEDICO,NAO,NAO,30,2024-01-01,
001787,EXAMES 1787,MEDICO,SIM,NAO,30,2024-01-01,
001788,TERAPIAS 1788,ODONTO,NAO,NAO,180,2024-01-01,
001789,CIRURGIAS 1789,MEDICO,SIM,NAO,30,2024-01-01,
001790,INTERNACOES 1790,MEDICO,NAO,SIM,30,2024-01-01,
001791,OBSTETRICIA 1791,ODONTO,SIM,NAO,30,2024-01-01,
001792,ODONTOLOGIA 1792,MEDICO,NAO,NAO,180,2024-01-01,
001793,CONSULTAS 1793,MEDICO,SIM,NAO,30,2024-01-01,
001794,EXAMES 1794,ODONTO,NAO,NAO,30,2024-01-01,
001795,TERAPIAS 1795,MEDICO,SIM,SIM,30,2024-01-01,
001796,CIRURGIAS 1796,MEDICO,NAO,NAO,180,2024-01-01,
001797,INTERNACOES 1797,ODONTO,SIM,NAO,30,2024-01-01,
001798,OBSTETRICIA 1798,MEDICO,NAO,NAO,30,2024-01-01,
001799,ODONTOLOGIA 1799,MEDICO,SIM,NAO,30,2024-01-01,
001800,CONSULTAS 1800,ODONTO,NAO,SIM,180,2024-01-01,
001801,EXAMES 1801,MEDICO,SIM,NAO,30,2024-01-01,
001802,TERAPIAS 1802,MEDICO,NAO,NAO,30,2024-01-01,
001803,CIRURGIAS 1803,ODONTO,SIM,NAO,30,2024-01-01,
001804,INTERNACOES 1804,MEDICO,NAO,NAO,180,2024-01-01,
001805,OBSTETRICIA 1805,MEDICO,SIM,SIM,30,2024-01-01,
001806,ODONTOLOGIA 1806,ODONTO,NAO,NAO,30,2024-01-01,
001807,CONSULTAS 1807,MEDICO,SIM,NAO,30,2024-01-01,
001808,EXAMES 1808,MEDICO,NAO,NAO,180,2024-01-01,
001809,TERAPIAS 1809,ODONTO,SIM,NAO,30,2024-01-01,
001810,CIRURGIAS 1810,MEDICO,NAO,SIM,30,2024-01-01,
001811,INTERNACOES 1811,MEDICO,SIM,NAO,30,2024-01-01,
001812,OBSTETRICIA 1812,ODONTO,NAO,NAO,180,2024-01-01,
001813,ODONTOLOGIA 1813,MEDICO,SIM,NAO,30,2024-01-01,
001814,CONSULTAS 1814,MEDICO,NAO,NAO,30,2024-01-01,
001815,EXAMES 1815,ODONTO,SIM,SIM,30,2024-01-01,
001816,TERAPIAS 1816,MEDICO,NAO,NAO,180,2024-01-01,
001817,CIRURGIAS 1817,MEDICO,SIM,NAO,30,2024-01-01,
001818,INTERNACOES 1818,ODONTO,NAO,NAO,30,2024-01-01,
001819,OBSTETRICIA 1819,MEDICO,SIM,NAO,30,2024-01-01,
001820,ODONTOLOGIA 1820,MEDICO,NAO,SIM,180,2024-01-01,
001821,CONSULTAS 1821,ODONTO,SIM,NAO,30,2024-01-01,
001822,EXAMES 1822,MEDICO,NAO,NAO,30,2024-01-01,
001823,TERAPIAS 1823,MEDICO,SIM,NAO,30,2024-01-01,
001824,CIRURGIAS 1824,ODONTO,NAO,NAO,180,2024-01-01,
001825,INTERNACOES 1825,MEDICO,SIM,SIM,30,2024-01-01,
001826,OBSTETRICIA 1826,MEDICO,NAO,NAO,30,2024-01-01,
001827,ODONTOLOGIA 1827,ODONTO,SIM,NAO,30,2024-01-01,
001828,CONSULTAS 1828,MEDICO,NAO,NAO,180,2024-01-01,
001829,EXAMES 1829,MEDICO,SIM,NAO,30,2024-01-01,
001830,TERAPIAS 1830,ODONTO,NAO,SIM,30,2024-01-01,
001831,CIRURGIAS 1831,MEDICO,SIM,NAO,30,2024-01-01,
001832,INTERNACOES 1832,MEDICO,NAO,NAO,180,2024-01-01,
001833,OBSTETRICIA 1833,ODONTO,SIM,NAO,30,2024-01-01,
001834,ODONTOLOGIA 1834,MEDICO,NAO,NAO,30,2024-01-01,
001835,CONSULTAS 1835,MEDICO,SIM,SIM,30,2024-01-01,
001836,EXAMES 1836,ODONTO,NAO,NAO,180,2024-01-01,
001837,TERAPIAS 1837,MEDICO,SIM,NAO,30,2024-01-01,
001838,CIRURGIAS 1838,MEDICO,NAO,NAO,30,2024-01-01,
001839,INTERNACOES 1839,ODONTO,SIM,NAO,30,2024-01-01,
001840,OBSTETRICIA 1840,MEDICO,NAO,SIM,180,2024-01-01,
001841,ODONTOLOGIA 1841,MEDICO,SIM,NAO,30,2024-01-01,
001842,CONSULTAS 1842,ODONTO,NAO,NAO,30,2024-01-01,
001843,EXAMES 1843,MEDICO,SIM,NAO,30,2024-01-01,
001844,TERAPIAS 1844,MEDICO,NAO,NAO,180,2024-01-01,
001845,CIRURGIAS 1845,ODONTO,SIM,SIM,30,2024-01-01,
001846,INTERNACOES 1846,MEDICO,NAO,NAO,30,2024-01-01,
001847,OBSTETRICIA 1847,MEDICO,SIM,NAO,30,2024-01-01,
001848,ODONTOLOGIA 1848,ODONTO,NAO,NAO,180,2024-01-01,
001849,CONSULTAS 1849,MEDICO,SIM,NAO,30,2024-01-01,
001850,EXAMES 1850,MEDICO,NAO,SIM,30,2024-01-01,
001851,TERAPIAS 1851,ODONTO,SIM,NAO,30,2024-01-01,
001852,CIRURGIAS 1852,MEDICO,NAO,NAO,180,2024-01-01,
001853,INTERNACOES 1853,MEDICO,SIM,NAO,30,2024-01-01,
001854,OBSTETRICIA 1854,ODONTO,NAO,NAO,30,2024-01-01,
001855,ODONTOLOGIA 1855,MEDICO,SIM,SIM,30,2024-01-01,
001856,CONSULTAS 1856,MEDICO,NAO,NAO,180,2024-01-01,
001857,EXAMES 1857,ODONTO,SIM,NAO,30,2024-01-01,
001858,TERAPIAS 1858,MEDICO,NAO,NAO,30,2024-01-01,
001859,CIRURGIAS 1859,MEDICO,SIM,NAO,30,2024-01-01,
001860,INTERNACOES 1860,ODONTO,NAO,SIM,180,2024-01-01,
001861,OBSTETRICIA 1861,MEDICO,SIM,NAO,30,2024-01-01,
001862,ODONTOLOGIA 1862,MEDICO,NAO,NAO,30,2024-01-01,
001863,CONSULTAS 1863,ODONTO,SIM,NAO,30,2024-01-01,
001864,EXAMES 1864,MEDICO,NAO,NAO,180,2024-01-01,
001865,TERAPIAS 1865,MEDICO,SIM,SIM,30,2024-01-01,
001866,CIRURGIAS 1866,ODONTO,NAO,NAO,30,2024-01-01,
001867,INTERNACOES 1867,MEDICO,SIM,NAO,30,2024-01-01,
001868,OBSTETRICIA 1868,MEDICO,NAO,NAO,180,2024-01-01,
001869,ODONTOLOGIA 1869,ODONTO,SIM,NAO,30,2024-01-01,
001870,CONSULTAS 1870,MEDICO,NAO,SIM,30,2024-01-01,
001871,EXAMES 1871,MEDICO,SIM,NAO,30,2024-01-01,
001872,TERAPIAS 1872,ODONTO,NAO,NAO,180,2024-01-01,
001873,CIRURGIAS 1873,MEDICO,SIM,NAO,30,2024-01-01,
001874,INTERNACOES 1874,MEDICO,NAO,NAO,30,2024-01-01,
001875,OBSTETRICIA 1875,ODONTO,SIM,SIM,30,2024-01-01,
001876,ODONTOLOGIA 1876,MEDICO,NAO,NAO,180,2024-01-01,
001877,CONSULTAS 1877,MEDICO,SIM,NAO,30,2024-01-01,
001878,EXAMES 1878,ODONTO,NAO,NAO,30,2024-01-01,
001879,TERAPIAS 1879,MEDICO,SIM,NAO,30,2024-01-01,
001880,CIRURGIAS 1880,MEDICO,NAO,SIM,180,2024-01-01,
001881,INTERNACOES 1881,ODONTO,SIM,NAO,30,2024-01-01,
001882,OBSTETRICIA 1882,MEDICO,NAO,NAO,30,2024-01-01,
001883,ODONTOLOGIA 1883,MEDICO,SIM,NAO,30,2024-01-01,
001884,CONSULTAS 1884,ODONTO,NAO,NAO,180,2024-01-01,
001885,EXAMES 1885,MEDICO,SIM,SIM,30,2024-01-01,
001886,TERAPIAS 1886,MEDICO,NAO,NAO,30,2024-01-01,
001887,CIRURGIAS 1887,ODONTO,SIM,NAO,30,2024-01-01,
001888,INTERNACOES 1888,MEDICO,NAO,NAO,180,2024-01-01,
001889,OBSTETRICIA 1889,MEDICO,SIM,NAO,30,2024-01-01,
001890,ODONTOLOGIA 1890,ODONTO,NAO,SIM,30,2024-01-01,
001891,CONSULTAS 1891,MEDICO,SIM,NAO,30,2024-01-01,
001892,EXAMES 1892,MEDICO,NAO,NAO,180,2024-01-01,
001893,TERAPIAS 1893,ODONTO,SIM,NAO,30,2024-01-01,
001894,CIRURGIAS 1894,MEDICO,NAO,NAO,30,2024-01-01,
001895,INTERNACOES 1895,MEDICO,SIM,SIM,30,2024-01-01,
001896,OBSTETRICIA 1896,ODONTO,NAO,NAO,180,2024-01-01,
001897,ODONTOLOGIA 1897,MEDICO,SIM,NAO,30,2024-01-01,
001898,CONSULTAS 1898,MEDICO,NAO,NAO,30,2024-01-01,
001899,EXAMES 1899,ODONTO,SIM,NAO,30,2024-01-01,
001900,TERAPIAS 1900,MEDICO,NAO,SIM,180,2024-01-01,
001901,CIRURGIAS 1901,MEDICO,SIM,NAO,30,2024-01-01,
001902,INTERNACOES 1902,ODONTO,NAO,NAO,30,2024-01-01,
001903,OBSTETRICIA 1903,MEDICO,SIM,NAO,30,2024-01-01,
001904,ODONTOLOGIA 1904,MEDICO,NAO,NAO,180,2024-01-01,
001905,CONSULTAS 1905,ODONTO,SIM,SIM,30,2024-01-01,
001906,EXAMES 1906,MEDICO,NAO,NAO,30,2024-01-01,
001907,TERAPIAS 1907,MEDICO,SIM,NAO,30,2024-01-01,
001908,CIRURGIAS 1908,ODONTO,NAO,NAO,180,2024-01-01,
001909,INTERNACOES 1909,MEDICO,SIM,NAO,30,2024-01-01,
001910,OBSTETRICIA 1910,MEDICO,NAO,SIM,30,2024-01-01,
001911,ODONTOLOGIA 1911,ODONTO,SIM,NAO,30,2024-01-01,
001912,CONSULTAS 1912,MEDICO,NAO,NAO,180,2024-01-01,
001913,EXAMES 1913,MEDICO,SIM,NAO,30,2024-01-01,
001914,TERAPIAS 1914,ODONTO,NAO,NAO,30,2024-01-01,
001915,CIRURGIAS 1915,MEDICO,SIM,SIM,30,2024-01-01,
001916,INTERNACOES 1916,MEDICO,NAO,NAO,180,2024-01-01,
001917,OBSTETRICIA 1917,ODONTO,SIM,NAO,30,2024-01-01,
001918,ODONTOLOGIA 1918,MEDICO,NAO,NAO,30,2024-01-01,
001919,CONSULTAS 1919,MEDICO,SIM,NAO,30,2024-01-01,
001920,EXAMES 1920,ODONTO,NAO,SIM,180,2024-01-01,
001921,TERAPIAS 1921,MEDICO,SIM,NAO,30,2024-01-01,
001922,CIRURGIAS 1922,MEDICO,NAO,NAO,30,2024-01-01,
001923,INTERNACOES 1923,ODONTO,SIM,NAO,30,2024-01-01,
001924,OBSTETRICIA 1924,MEDICO,NAO,NAO,180,2024-01-01,
001925,ODONTOLOGIA 1925,MEDICO,SIM,SIM,30,2024-01-01,
001926,CONSULTAS 1926,ODONTO,NAO,NAO,30,2024-01-01,
001927,EXAMES 1927,MEDICO,SIM,NAO,30,2024-01-01,
001928,TERAPIAS 1928,MEDICO,NAO,NAO,180,2024-01-01,
001929,CIRURGIAS 1929,ODONTO,SIM,NAO,30,2024-01-01,
001930,INTERNACOES 1930,MEDICO,NAO,SIM,30,2024-01-01,
001931,OBSTETRICIA 1931,MEDICO,SIM,NAO,30,2024-01-01,
001932,ODONTOLOGIA 1932,ODONTO,NAO,NAO,180,2024-01-01,
001933,CONSULTAS 1933,MEDICO,SIM,NAO,30,2024-01-01,
001934,EXAMES 1934,MEDICO,NAO,NAO,30,2024-01-01,
001935,TERAPIAS 1935,ODONTO,SIM,SIM,30,2024-01-01,
001936,CIRURGIAS 1936,MEDICO,NAO,NAO,180,2024-01-01,
001937,INTERNACOES 1937,MEDICO,SIM,NAO,30,2024-01-01,
001938,OBSTETRICIA 1938,ODONTO,NAO,NAO,30,2024-01-01,
001939,ODONTOLOGIA 1939,MEDICO,SIM,NAO,30,2024-01-01,
001940,CONSULTAS 1940,MEDICO,NAO,SIM,180,2024-01-01,
001941,EXAMES 1941,ODONTO,SIM,NAO,30,2024-01-01,
001942,TERAPIAS 1942,MEDICO,NAO,NAO,30,2024-01-01,
001943,CIRURGIAS 1943,MEDICO,SIM,NAO,30,2024-01-01,
001944,INTERNACOES 1944,ODONTO,NAO,NAO,180,2024-01-01,
001945,OBSTETRICIA 1945,MEDICO,SIM,SIM,30,2024-01-01,
001946,ODONTOLOGIA 1946,MEDICO,NAO,NAO,30,2024-01-01,
001947,CONSULTAS 1947,ODONTO,SIM,NAO,30,2024-01-01,
001948,EXAMES 1948,MEDICO,NAO,NAO,180,2024-01-01,
001949,TERAPIAS 1949,MEDICO,SIM,NAO,30,2024-01-01,
001950,CIRURGIAS 1950,ODONTO,NAO,SIM,30,2024-01-01,
001951,INTERNACOES 1951,MEDICO,SIM,NAO,30,2024-01-01,
001952,OBSTETRICIA 1952,MEDICO,NAO,NAO,180,2024-01-01,
001953,ODONTOLOGIA 1953,ODONTO,SIM,NAO,30,2024-01-01,
001954,CONSULTAS 1954,MEDICO,NAO,NAO,30,2024-01-01,
001955,EXAMES 1955,MEDICO,SIM,SIM,30,2024-01-01,
001956,TERAPIAS 1956,ODONTO,NAO,NAO,180,2024-01-01,
001957,CIRURGIAS 1957,MEDICO,SIM,NAO,30,2024-01-01,
001958,INTERNACOES 1958,MEDICO,NAO,NAO,30,2024-01-01,
001959,OBSTETRICIA 1959,ODONTO,SIM,NAO,30,2024-01-01,
001960,ODONTOLOGIA 1960,MEDICO,NAO,SIM,180,2024-01-01,
001961,CONSULTAS 1961,MEDICO,SIM,NAO,30,2024-01-01,
001962,EXAMES 1962,ODONTO,NAO,NAO,30,2024-01-01,
001963,TERAPIAS 1963,MEDICO,SIM,NAO,30,2024-01-01,
001964,CIRURGIAS 1964,MEDICO,NAO,NAO,180,2024-01-01,
001965,INTERNACOES 1965,ODONTO,SIM,SIM,30,2024-01-01,
001966,OBSTETRICIA 1966,MEDICO,NAO,NAO,30,2024-01-01,
001967,ODONTOLOGIA 1967,MEDICO,SIM,NAO,30,2024-01-01,
001968,CONSULTAS 1968,ODONTO,NAO,NAO,180,2024-01-01,
001969,EXAMES 1969,MEDICO,SIM,NAO,30,2024-01-01,
001970,TERAPIAS 1970,MEDICO,NAO,SIM,30,2024-01-01,
001971,CIRURGIAS 1971,ODONTO,SIM,NAO,30,2024-01-01,
001972,INTERNACOES 1972,MEDICO,NAO,NAO,180,2024-01-01,
001973,OBSTETRICIA 1973,MEDICO,SIM,NAO,30,2024-01-01,
001974,ODONTOLOGIA 1974,ODONTO,NAO,NAO,30,2024-01-01,
001975,CONSULTAS 1975,MEDICO,SIM,SIM,30,2024-01-01,
001976,EXAMES 1976,MEDICO,NAO,NAO,180,2024-01-01,
001977,TERAPIAS 1977,ODONTO,SIM,NAO,30,2024-01-01,
001978,CIRURGIAS 1978,MEDICO,NAO,NAO,30,2024-01-01,
001979,INTERNACOES 1979,MEDICO,SIM,NAO,30,2024-01-01,
001980,OBSTETRICIA 1980,ODONTO,NAO,SIM,180,2024-01-01,
001981,ODONTOLOGIA 1981,MEDICO,SIM,NAO,30,2024-01-01,
001982,CONSULTAS 1982,MEDICO,NAO,NAO,30,2024-01-01,
001983,EXAMES 1983,ODONTO,SIM,NAO,30,2024-01-01,
001984,TERAPIAS 1984,MEDICO,NAO,NAO,180,2024-01-01,
001985,CIRURGIAS 1985,MEDICO,SIM,SIM,30,2024-01-01,
001986,INTERNACOES 1986,ODONTO,NAO,NAO,30,2024-01-01,
001987,OBSTETRICIA 1987,MEDICO,SIM,NAO,30,2024-01-01,
001988,ODONTOLOGIA 1988,MEDICO,NAO,NAO,180,2024-01-01,
001989,CONSULTAS 1989,ODONTO,SIM,NAO,30,2024-01-01,
001990,EXAMES 1990,MEDICO,NAO,SIM,30,2024-01-01,
001991,TERAPIAS 1991,MEDICO,SIM,NAO,30,2024-01-01,
001992,CIRURGIAS 1992,ODONTO,NAO,NAO,180,2024-01-01,
001993,INTERNACOES 1993,MEDICO,SIM,NAO,30,2024-01-01,
001994,OBSTETRICIA 1994,MEDICO,NAO,NAO,30,2024-01-01,
001995,ODONTOLOGIA 1995,ODONTO,SIM,SIM,30,2024-01-01,
001996,CONSULTAS 1996,MEDICO,NAO,NAO,180,2024-01-01,
001997,EXAMES 1997,MEDICO,SIM,NAO,30,2024-01-01,
001998,TERAPIAS 1998,ODONTO,NAO,NAO,30,2024-01-01,
001999,CIRURGIAS 1999,MEDICO,SIM,NAO,30,2024-01-01,
002000,INTERNACOES 2000,MEDICO,NAO,SIM,180,2024-01-01,
002001,OBSTETRICIA 2001,ODONTO,SIM,NAO,30,2024-01-01,
002002,ODONTOLOGIA 2002,MEDICO,NAO,NAO,30,2024-01-01,
002003,CONSULTAS 2003,MEDICO,SIM,NAO,30,2024-01-01,
002004,EXAMES 2004,ODONTO,NAO,NAO,180,2024-01-01,
002005,TERAPIAS 2005,MEDICO,SIM,SIM,30,2024-01-01,
002006,CIRURGIAS 2006,MEDICO,NAO,NAO,30,2024-01-01,
002007,INTERNACOES 2007,ODONTO,SIM,NAO,30,2024-01-01,
002008,OBSTETRICIA 2008,MEDICO,NAO,NAO,180,2024-01-01,
002009,ODONTOLOGIA 2009,MEDICO,SIM,NAO,30,2024-01-01,
002010,CONSULTAS 2010,ODONTO,NAO,SIM,30,2024-01-01,
002011,EXAMES 2011,MEDICO,SIM,NAO,30,2024-01-01,
002012,TERAPIAS 2012,MEDICO,NAO,NAO,180,2024-01-01,
002013,CIRURGIAS 2013,ODONTO,SIM,NAO,30,2024-01-01,
002014,INTERNACOES 2014,MEDICO,NAO,NAO,30,2024-01-01,
002015,OBSTETRICIA 2015,MEDICO,SIM,SIM,30,2024-01-01,
002016,ODONTOLOGIA 2016,ODONTO,NAO,NAO,180,2024-01-01,
002017,CONSULTAS 2017,MEDICO,SIM,NAO,30,2024-01-01,
002018,EXAMES 2018,MEDICO,NAO,NAO,30,2024-01-01,
002019,TERAPIAS 2019,ODONTO,SIM,NAO,30,2024-01-01,
002020,CIRURGIAS 2020,MEDICO,NAO,SIM,180,2024-01-01,
002021,INTERNACOES 2021,MEDICO,SIM,NAO,30,2024-01-01,
002022,OBSTETRICIA 2022,ODONTO,NAO,NAO,30,2024-01-01,
002023,ODONTOLOGIA 2023,MEDICO,SIM,NAO,30,2024-01-01,
002024,CONSULTAS 2024,MEDICO,NAO,NAO,180,2024-01-01,
002025,EXAMES 2025,ODONTO,SIM,SIM,30,2024-01-01,
002026,TERAPIAS 2026,MEDICO,NAO,NAO,30,2024-01-01,
002027,CIRURGIAS 2027,MEDICO,SIM,NAO,30,2024-01-01,
002028,INTERNACOES 2028,ODONTO,NAO,NAO,180,2024-01-01,
002029,OBSTETRICIA 2029,MEDICO,SIM,NAO,30,2024-01-01,
002030,ODONTOLOGIA 2030,MEDICO,NAO,SIM,30,2024-01-01,
002031,CONSULTAS 2031,ODONTO,SIM,NAO,30,2024-01-01,
002032,EXAMES 2032,MEDICO,NAO,NAO,180,2024-01-01,
002033,TERAPIAS 2033,MEDICO,SIM,NAO,30,2024-01-01,
002034,CIRURGIAS 2034,ODONTO,NAO,NAO,30,2024-01-01,
002035,INTERNACOES 2035,MEDICO,SIM,SIM,30,2024-01-01,
002036,OBSTETRICIA 2036,MEDICO,NAO,NAO,180,2024-01-01,
002037,ODONTOLOGIA 2037,ODONTO,SIM,NAO,30,2024-01-01,
002038,CONSULTAS 2038,MEDICO,NAO,NAO,30,2024-01-01,
002039,EXAMES 2039,MEDICO,SIM,NAO,30,2024-01-01,
002040,TERAPIAS 2040,ODONTO,NAO,SIM,180,2024-01-01,
002041,CIRURGIAS 2041,MEDICO,SIM,NAO,30,2024-01-01,
002042,INTERNACOES 2042,MEDICO,NAO,NAO,30,2024-01-01,
002043,OBSTETRICIA 2043,ODONTO,SIM,NAO,30,2024-01-01,
002044,ODONTOLOGIA 2044,MEDICO,NAO,NAO,180,2024-01-01,
002045,CONSULTAS 2045,MEDICO,SIM,SIM,30,2024-01-01,
002046,EXAMES 2046,ODONTO,NAO,NAO,30,2024-01-01,
002047,TERAPIAS 2047,MEDICO,SIM,NAO,30,2024-01-01,
002048,CIRURGIAS 2048,MEDICO,NAO,NAO,180,2024-01-01,
002049,INTERNACOES 2049,ODONTO,SIM,NAO,30,2024-01-01,
002050,OBSTETRICIA 2050,MEDICO,NAO,SIM,30,2024-01-01,
002051,ODONTOLOGIA 2051,MEDICO,SIM,NAO,30,2024-01-01,
002052,CONSULTAS 2052,ODONTO,NAO,NAO,180,2024-01-01,
002053,EXAMES 2053,MEDICO,SIM,NAO,30,2024-01-01,
002054,TERAPIAS 2054,MEDICO,NAO,NAO,30,2024-01-01,
002055,CIRURGIAS 2055,ODONTO,SIM,SIM,30,2024-01-01,
002056,INTERNACOES 2056,MEDICO,NAO,NAO,180,2024-01-01,
002057,OBSTETRICIA 2057,MEDICO,SIM,NAO,30,2024-01-01,
002058,ODONTOLOGIA 2058,ODONTO,NAO,NAO,30,2024-01-01,
002059,CONSULTAS 2059,MEDICO,SIM,NAO,30,2024-01-01,
002060,EXAMES 2060,MEDICO,NAO,SIM,180,2024-01-01,
002061,TERAPIAS 2061,ODONTO,SIM,NAO,30,2024-01-01,
002062,CIRURGIAS 2062,MEDICO,NAO,NAO,30,2024-01-01,
002063,INTERNACOES 2063,MEDICO,SIM,NAO,30,2024-01-01,
002064,OBSTETRICIA 2064,ODONTO,NAO,NAO,180,2024-01-01,
002065,ODONTOLOGIA 2065,MEDICO,SIM,SIM,30,2024-01-01,
002066,CONSULTAS 2066,MEDICO,NAO,NAO,30,2024-01-01,
002067,EXAMES 2067,ODONTO,SIM,NAO,30,2024-01-01,
002068,TERAPIAS 2068,MEDICO,NAO,NAO,180,2024-01-01,
002069,CIRURGIAS 2069,MEDICO,SIM,NAO,30,2024-01-01,
002070,INTERNACOES 2070,ODONTO,NAO,SIM,30,2024-01-01,
002071,OBSTETRICIA 2071,MEDICO,SIM,NAO,30,2024-01-01,
002072,ODONTOLOGIA 2072,MEDICO,NAO,NAO,180,2024-01-01,
002073,CONSULTAS 2073,ODONTO,SIM,NAO,30,2024-01-01,
002074,EXAMES 2074,MEDICO,NAO,NAO,30,2024-01-01,
002075,TERAPIAS 2075,MEDICO,SIM,SIM,30,2024-01-01,
002076,CIRURGIAS 2076,ODONTO,NAO,NAO,180,2024-01-01,
002077,INTERNACOES 2077,MEDICO,SIM,NAO,30,2024-01-01,
002078,OBSTETRICIA 2078,MEDICO,NAO,NAO,30,2024-01-01,
002079,ODONTOLOGIA 2079,ODONTO,SIM,NAO,30,2024-01-01,
002080,CONSULTAS 2080,MEDICO,NAO,SIM,180,2024-01-01,
002081,EXAMES 2081,MEDICO,SIM,NAO,30,2024-01-01,
002082,TERAPIAS 2082,ODONTO,NAO,NAO,30,2024-01-01,
002083,CIRURGIAS 2083,MEDICO,SIM,NAO,30,2024-01-01,
002084,INTERNACOES 2084,MEDICO,NAO,NAO,180,2024-01-01,
002085,OBSTETRICIA 2085,ODONTO,SIM,SIM,30,2024-01-01,
002086,ODONTOLOGIA 2086,MEDICO,NAO,NAO,30,2024-01-01,
002087,CONSULTAS 2087,MEDICO,SIM,NAO,30,2024-01-01,
002088,EXAMES 2088,ODONTO,NAO,NAO,180,2024-01-01,
002089,TERAPIAS 2089,MEDICO,SIM,NAO,30,2024-01-01,
002090,CIRURGIAS 2090,MEDICO,NAO,SIM,30,2024-01-01,
002091,INTERNACOES 2091,ODONTO,SIM,NAO,30,2024-01-01,
002092,OBSTETRICIA 2092,MEDICO,NAO,NAO,180,2024-01-01,
002093,ODONTOLOGIA 2093,MEDICO,SIM,NAO,30,2024-01-01,
002094,CONSULTAS 2094,ODONTO,NAO,NAO,30,2024-01-01,
002095,EXAMES 2095,MEDICO,SIM,SIM,30,2024-01-01,
002096,TERAPIAS 2096,MEDICO,NAO,NAO,180,2024-01-01,
002097,CIRURGIAS 2097,ODONTO,SIM,NAO,30,2024-01-01,
002098,INTERNACOES 2098,MEDICO,NAO,NAO,30,2024-01-01,
002099,OBSTETRICIA 2099,MEDICO,SIM,NAO,30,2024-01-01,
002100,ODONTOLOGIA 2100,ODONTO,NAO,SIM,180,2024-01-01,
002101,CONSULTAS 2101,MEDICO,SIM,NAO,30,2024-01-01,
002102,EXAMES 2102,MEDICO,NAO,NAO,30,2024-01-01,
002103,TERAPIAS 2103,ODONTO,SIM,NAO,30,2024-01-01,
002104,CIRURGIAS 2104,MEDICO,NAO,NAO,180,2024-01-01,
002105,INTERNACOES 2105,MEDICO,SIM,SIM,30,2024-01-01,
002106,OBSTETRICIA 2106,ODONTO,NAO,NAO,30,2024-01-01,
002107,ODONTOLOGIA 2107,MEDICO,SIM,NAO,30,2024-01-01,
002108,CONSULTAS 2108,MEDICO,NAO,NAO,180,2024-01-01,
002109,EXAMES 2109,ODONTO,SIM,NAO,30,2024-01-01,
002110,TERAPIAS 2110,MEDICO,NAO,SIM,30,2024-01-01,
002111,CIRURGIAS 2111,MEDICO,SIM,NAO,30,2024-01-01,
002112,INTERNACOES 2112,ODONTO,NAO,NAO,180,2024-01-01,
002113,OBSTETRICIA 2113,MEDICO,SIM,NAO,30,2024-01-01,
002114,ODONTOLOGIA 2114,MEDICO,NAO,NAO,30,2024-01-01,
002115,CONSULTAS 2115,ODONTO,SIM,SIM,30,2024-01-01,
002116,EXAMES 2116,MEDICO,NAO,NAO,180,2024-01-01,
